Season,Year,Month,Day,Species,Count,Lat,Long,TOD,ToD_Day,Platform,ID,FlightNumber
2,2014,6,11,HS,1,60.9538499,-149.9252025,12:31:07,0.5216087963,Aerial,2014_6_11,82
2,2014,6,11,SO,2,60.06412397,-151.6607778,13:45:41,0.5733912037,Aerial,2014_6_11,82
2,2014,6,11,SO,1,60.05678403,-151.6960696,13:48:25,0.5752893519,Aerial,2014_6_11,82
2,2014,6,12,BW,7,61.1856477,-150.9284588,15:45:54,0.6568750000,Aerial,2014_6_12,83
2,2014,6,12,BW,5,61.18518986,-150.9451537,15:57:08,0.6646759259,Aerial,2014_6_12,83
2,2014,6,12,BW,3,61.17072323,-150.9830098,15:38:54,0.6520138889,Aerial,2014_6_12,83
2,2014,6,12,BW,21,60.98700691,-150.3089188,13:30:35,0.5629050926,Aerial,2014_6_12,83
2,2014,6,12,HS,3,60.9780594,-150.0978256,13:26:46,0.5602546296,Aerial,2014_6_12,83
2,2014,6,12,HS,7,60.97327448,-150.0632052,13:26:09,0.5598263889,Aerial,2014_6_12,83
2,2014,6,12,HS,20,60.97068361,-150.0499302,13:25:50,0.5596064815,Aerial,2014_6_12,83
2,2014,6,12,SO,1,60.14383729,-151.5265652,14:27:44,0.6025925926,Aerial,2014_6_12,83
2,2014,6,12,SO,1,60.08479686,-151.6306123,14:33:22,0.6065046296,Aerial,2014_6_12,83
2,2014,6,12,SO,1,60.04065309,-151.6976575,14:35:43,0.6081365741,Aerial,2014_6_12,83
2,2014,6,13,BW,20,60.97537,-150.12471,13:23:55,0.5582754630,Aerial,2014_6_13,84
2,2014,6,13,HS,3,61.21129845,-150.7462315,16:03:33,0.6691319444,Aerial,2014_6_13,84
2,2014,6,13,BW,20,61.2097892,-150.7462034,16:00:47,0.6672106481,Aerial,2014_6_13,84
2,2014,6,13,HS,110,61.20042643,-150.5634565,15:57:08,0.6646759259,Aerial,2014_6_13,84
2,2014,6,13,HS,150,61.18361803,-150.5096781,16:09:22,0.6731712963,Aerial,2014_6_13,84
2,2014,6,13,BW,31,61.16861028,-150.9021,15:39:42,0.6525694444,Aerial,2014_6_13,84
2,2014,6,13,BW,1,60.98532389,-150.2935869,13:32:40,0.5643518519,Aerial,2014_6_13,84
2,2014,6,13,HS,26,60.95834821,-149.985949,13:21:23,0.5565162037,Aerial,2014_6_13,84
2,2014,6,14,HS,110,61.20371463,-150.546525,15:10:02,0.6319675926,Aerial,2014_6_14,85
2,2014,6,14,HS,12,61.19984588,-150.5382765,15:09:59,0.6319328704,Aerial,2014_6_14,85
2,2014,6,14,HS,90,61.19960302,-150.5645458,15:10:36,0.6323611111,Aerial,2014_6_14,85
2,2014,6,14,BW,16,61.19181466,-150.8307174,14:49:49,0.6179282407,Aerial,2014_6_14,85
2,2014,6,14,BW,4,61.19155217,-150.7174241,14:58:12,0.6237500000,Aerial,2014_6_14,85
2,2014,6,14,HS,9,61.19106992,-150.5454834,15:08:50,0.6311342593,Aerial,2014_6_14,85
2,2014,6,14,BW,3,61.18834388,-150.692614,15:00:29,0.6253356481,Aerial,2014_6_14,85
2,2014,6,14,HS,13,61.18796923,-150.5441982,15:08:10,0.6306712963,Aerial,2014_6_14,85
2,2014,6,14,BW,4,61.18355672,-150.6691753,15:02:53,0.6270023148,Aerial,2014_6_14,85
2,2014,6,14,HS,100,61.18110261,-150.5388033,15:07:12,0.6300000000,Aerial,2014_6_14,85
2,2014,6,14,BW,2,61.16984605,-150.9226821,14:45:01,0.6145949074,Aerial,2014_6_14,85
2,2014,6,14,BW,7,61.16566348,-150.9282933,14:44:02,0.6139120370,Aerial,2014_6_14,85
2,2014,6,14,BW,6,61.11323192,-151.0753255,14:32:15,0.6057291667,Aerial,2014_6_14,85
2,2014,6,14,HS,7,60.97504017,-150.284162,12:33:38,0.5233564815,Aerial,2014_6_14,85
2,2014,6,14,BW,3,60.97134999,-150.2851952,12:39:35,0.5274884259,Aerial,2014_6_14,85
2,2014,6,14,BW,6,60.96761844,-150.2880323,12:33:05,0.5229745370,Aerial,2014_6_14,85
2,2014,6,14,BW,6,60.95492102,-150.1085175,12:20:16,0.5140740741,Aerial,2014_6_14,85
2,2014,6,16,HS,45,61.23330251,-150.7913079,12:38:59,0.5270717593,Aerial,2014_6_16,86
2,2014,6,16,HS,180,61.22255039,-150.8364134,12:37:31,0.5260532407,Aerial,2014_6_16,86
2,2014,6,16,BW,3,60.92255893,-149.9925225,10:19:03,0.4298958333,Aerial,2014_6_16,86
2,2014,6,16,BW,6,60.92235767,-150.1932312,10:29:29,0.4371412037,Aerial,2014_6_16,86
2,2014,6,16,BW,13,60.91253132,-150.062161,10:24:43,0.4338310185,Aerial,2014_6_16,86
2,2014,6,17,BW,5,61.23262612,-150.7845298,12:33:45,0.5234375000,Aerial,2014_6_17,87
2,2014,6,17,HS,60,61.23174858,-150.7967916,12:34:29,0.5239467593,Aerial,2014_6_17,87
2,2014,6,17,HS,130,61.22186526,-150.832967,12:37:34,0.5260879630,Aerial,2014_6_17,87
2,2014,6,17,BW,5,61.2180484,-150.8343903,12:37:01,0.5257060185,Aerial,2014_6_17,87
2,2014,6,17,BW,10,61.20171601,-150.9430349,12:51:45,0.5359375000,Aerial,2014_6_17,87
2,2014,6,17,BW,8,61.20001013,-150.8565871,12:41:26,0.5287731481,Aerial,2014_6_17,87
2,2014,6,17,BW,14,61.19505636,-150.900518,12:46:40,0.5324074074,Aerial,2014_6_17,87
2,2014,6,17,BW,12,61.04794692,-151.1546526,13:03:14,0.5439120370,Aerial,2014_6_17,87
2,2014,6,18,HS,8,61.23373499,-150.8021467,15:02:59,0.6270717593,Aerial,2014_6_18,88
2,2014,6,18,BW,12,61.23369957,-150.732543,15:03:53,0.6276967593,Aerial,2014_6_18,88
2,2014,6,18,HS,25,61.22307847,-150.8148673,14:58:06,0.6236805556,Aerial,2014_6_18,88
2,2014,6,18,HS,120,61.22185599,-150.8338617,14:59:03,0.6243402778,Aerial,2014_6_18,88
2,2014,6,18,BW,15,61.21820227,-150.8137926,14:56:53,0.6228356481,Aerial,2014_6_18,88
2,2014,6,18,BW,25,61.19507849,-150.9256879,14:49:00,0.6173611111,Aerial,2014_6_18,88
2,2014,6,18,BW,17,61.03898355,-150.39876,12:47:15,0.5328125000,Aerial,2014_6_18,88
2,2014,6,18,BW,16,60.96608741,-150.2870309,12:39:47,0.5276273148,Aerial,2014_6_18,88
2,2014,6,18,HS,18,60.93480946,-149.9311166,12:25:37,0.5177893519,Aerial,2014_6_18,88
2,2014,6,18,HS,22,60.92332085,-149.9904751,12:26:50,0.5186342593,Aerial,2014_6_18,88
2,2014,6,18,BW,8,60.9126284,-150.0568601,12:28:09,0.5195486111,Aerial,2014_6_18,88
2,2014,6,18,HS,28,60.9106251,-150.0813736,12:34:17,0.5238078704,Aerial,2014_6_18,88
2,2014,6,19,BW,9,61.27446,-150.6780683,12:29:51,0.5207291667,Aerial,2014_6_19,89
2,2014,6,19,BW,30,61.2634134,-150.6755951,12:32:01,0.5222337963,Aerial,2014_6_19,89
2,2014,6,19,BW,13,61.24779549,-150.714444,12:33:22,0.5231712963,Aerial,2014_6_19,89
2,2014,6,19,HS,2,61.24488509,-150.1061368,12:19:36,0.5136111111,Aerial,2014_6_19,89
2,2014,6,19,BW,3,61.2393883,-150.7323012,12:41:48,0.5290277778,Aerial,2014_6_19,89
2,2014,6,19,HS,85,61.21923177,-150.824126,12:50:37,0.5351504630,Aerial,2014_6_19,89
2,2014,6,19,BW,25,61.19516363,-150.9336527,12:53:05,0.5368634259,Aerial,2014_6_19,89
2,2014,6,19,BW,2,61.17527252,-150.9891612,13:02:42,0.5435416667,Aerial,2014_6_19,89
2,2014,6,19,BW,12,60.95892989,-150.2774795,15:07:16,0.6300462963,Aerial,2014_6_19,89
2,2014,6,19,HS,2,60.93025667,-150.063695,15:18:00,0.6375000000,Aerial,2014_6_19,89
2,2014,6,20,BW,7,61.28835538,-150.5747703,13:53:42,0.5789583333,Aerial,2014_6_20,90
2,2014,6,20,BW,9,61.2801721,-150.5546714,13:51:25,0.5773726852,Aerial,2014_6_20,90
2,2014,6,20,BW,5,61.27965787,-150.5996979,13:46:51,0.5742013889,Aerial,2014_6_20,90
2,2014,6,20,BW,6,61.2744577,-150.6639464,13:30:16,0.5626851852,Aerial,2014_6_20,90
2,2014,6,20,BW,6,61.27250242,-150.6016395,13:46:29,0.5739467593,Aerial,2014_6_20,90
2,2014,6,20,BW,1,61.27102017,-150.681752,13:29:42,0.5622916667,Aerial,2014_6_20,90
2,2014,6,20,BW,50,61.25900975,-150.6481848,13:31:56,0.5638425926,Aerial,2014_6_20,90
2,2014,6,20,BW,13,61.24483282,-150.7477058,13:26:32,0.5600925926,Aerial,2014_6_20,90
2,2014,6,20,HS,110,61.22324229,-150.8293865,13:23:13,0.5577893519,Aerial,2014_6_20,90
2,2014,6,20,BW,4,61.18811929,-150.9441565,13:14:37,0.5518171296,Aerial,2014_6_20,90
2,2014,6,20,BW,13,61.17666375,-151.0115418,13:08:44,0.5477314815,Aerial,2014_6_20,90
2,2014,6,20,BW,5,60.96085041,-149.9247407,10:36:01,0.4416782407,Aerial,2014_6_20,90
2,2014,6,20,BW,10,60.95400776,-150.2235055,10:57:22,0.4565046296,Aerial,2014_6_20,90
2,2014,6,20,BW,16,60.95011672,-150.2463357,10:50:26,0.4516898148,Aerial,2014_6_20,90
2,2014,6,20,BW,5,60.94926427,-149.9308985,10:27:23,0.4356828704,Aerial,2014_6_20,90
2,2014,6,20,BW,12,60.19160843,-151.481898,13:00:13,0.5418171296,Aerial,2014_6_20,90
2,2014,6,21,BW,1,61.04264022,-150.3769296,13:39:33,0.5691319444,Aerial,2014_6_21,91
2,2014,6,21,BW,1,60.96896245,-150.2829661,13:34:32,0.5656481481,Aerial,2014_6_21,91
2,2014,6,21,BW,2,60.91843911,-150.0583899,13:26:47,0.5602662037,Aerial,2014_6_21,91
2,2014,6,21,BW,1,60.91543751,-150.0656414,15:35:21,0.6495486111,Aerial,2014_6_21,91
2,2014,6,21,HS,18,60.91368779,-150.048329,15:35:43,0.6498032407,Aerial,2014_6_21,91
2,2014,6,21,HS,2,60.91125702,-150.0744272,15:38:52,0.6519907407,Aerial,2014_6_21,91
2,2014,6,21,BW,1,60.91070711,-150.0579337,13:26:22,0.5599768519,Aerial,2014_6_21,91
2,2014,6,21,HS,1,60.88327987,-150.8834436,15:13:29,0.6343634259,Aerial,2014_6_21,91
2,2014,6,21,HS,1,60.10954908,-151.5914523,14:32:25,0.6058449074,Aerial,2014_6_21,91
2,2014,6,22,BW,4,61.24387299,-150.7380933,14:41:29,0.6121412037,Aerial,2014_6_22,91
2,2014,6,22,BW,1,61.23508039,-150.7381868,14:43:56,0.6138425926,Aerial,2014_6_22,91
2,2014,6,22,HS,120,61.22531687,-150.8226143,14:40:05,0.6111689815,Aerial,2014_6_22,91
2,2014,6,22,BW,20,61.1860961,-150.9512505,14:23:36,0.5997222222,Aerial,2014_6_22,91
2,2014,6,22,BW,2,61.11584596,-151.0822091,14:12:09,0.5917708333,Aerial,2014_6_22,91
2,2014,6,22,BW,7,60.96298497,-150.1327394,12:11:53,0.5082523148,Aerial,2014_6_22,91
2,2014,6,23,BW,1,61.25260749,-150.6040186,15:20:33,0.6392708333,Aerial,2014_6_23,92
2,2014,6,23,BW,10,61.24609784,-150.7311027,14:53:05,0.6201967593,Aerial,2014_6_23,92
2,2014,6,23,BW,21,61.23975855,-150.6394738,15:07:40,0.6303240741,Aerial,2014_6_23,92
2,2014,6,23,HS,65,61.21851944,-150.824703,14:45:41,0.6150578704,Aerial,2014_6_23,92
2,2014,6,23,BW,4,61.21579752,-150.828503,14:45:07,0.6146643519,Aerial,2014_6_23,92
2,2014,6,23,BW,50,61.16344956,-151.0172083,14:25:28,0.6010185185,Aerial,2014_6_23,92
2,2014,6,23,BW,15,60.98898083,-150.2847328,12:21:38,0.5150231481,Aerial,2014_6_23,92
2,2014,6,23,HS,18,60.97215491,-150.0596289,12:13:42,0.5095138889,Aerial,2014_6_23,92
2,2014,6,23,BW,6,60.96702799,-150.0203109,12:09:38,0.5066898148,Aerial,2014_6_23,92
2,2014,6,24,BW,4,61.23435987,-150.7482417,15:31:50,0.6471064815,Aerial,2014_6_24,93
2,2014,6,24,BW,19,61.23004994,-150.7872127,15:24:34,0.6420601852,Aerial,2014_6_24,93
2,2014,6,24,BW,10,61.22691386,-150.4654039,15:51:09,0.6605208333,Aerial,2014_6_24,93
2,2014,6,24,HS,30,61.21737427,-150.826388,15:23:52,0.6415740741,Aerial,2014_6_24,93
2,2014,6,24,BW,18,61.21724394,-150.9362266,15:02:59,0.6270717593,Aerial,2014_6_24,93
2,2014,6,24,BW,3,61.15018525,-151.0362722,14:52:52,0.6200462963,Aerial,2014_6_24,93
2,2014,6,24,BW,3,61.0844754,-151.1176706,14:47:12,0.6161111111,Aerial,2014_6_24,93
2,2014,6,24,BW,5,61.02248792,-151.3065381,14:32:00,0.6055555556,Aerial,2014_6_24,93
2,2014,6,24,BW,5,61.01950588,-151.3123322,14:38:22,0.6099768519,Aerial,2014_6_24,93
2,2014,6,24,BW,10,60.99053201,-150.3009279,12:31:38,0.5219675926,Aerial,2014_6_24,93
2,2014,6,24,BW,3,60.97805089,-150.0663259,12:18:17,0.5126967593,Aerial,2014_6_24,93
2,2014,6,24,HS,20,60.97566459,-150.0814298,12:22:43,0.5157754630,Aerial,2014_6_24,93
2,2014,6,24,HS,5,60.9690444,-150.0464098,12:25:47,0.5179050926,Aerial,2014_6_24,93
2,2014,6,24,SO,1,60.19538113,-151.4515054,13:31:44,0.5637037037,Aerial,2014_6_24,93
2,2014,6,25,HS,3,61.19055949,-150.8889249,14:51:51,0.6193402778,Aerial,2014_6_25,94
2,2014,6,25,BW,10,61.18958839,-150.9140331,14:43:00,0.6131944444,Aerial,2014_6_25,94
2,2014,6,25,BW,20,61.1726641,-150.9221957,14:45:16,0.6147685185,Aerial,2014_6_25,94
2,2014,6,25,BW,9,61.16429723,-150.9928221,14:35:31,0.6079976852,Aerial,2014_6_25,94
2,2014,6,25,BW,4,60.9848516,-150.3009132,12:28:56,0.5200925926,Aerial,2014_6_25,94
2,2014,6,25,HS,8,60.97377583,-150.068504,12:24:00,0.5166666667,Aerial,2014_6_25,94
2,2014,6,25,BW,5,60.96438214,-149.8812606,12:15:10,0.5105324074,Aerial,2014_6_25,94
2,2014,6,25,SO,1,60.06874459,-151.6490842,13:34:35,0.5656828704,Aerial,2014_6_25,94
2,2014,6,27,BW,12,61.17077008,-150.9137527,14:36:15,0.6085069444,Aerial,2014_6_27,95
2,2014,6,27,BW,2,61.16504817,-150.8878901,14:35:42,0.6081250000,Aerial,2014_6_27,95
2,2014,6,27,BW,30,61.16255648,-150.9248673,14:36:47,0.6088773148,Aerial,2014_6_27,95
2,2014,6,27,BW,26,61.14885088,-150.9881277,14:49:22,0.6176157407,Aerial,2014_6_27,95
2,2014,6,27,BW,1,60.9739922,-150.137865,12:21:42,0.5150694444,Aerial,2014_6_27,95
2,2014,6,27,HS,11,60.97048289,-150.0539777,12:19:50,0.5137731481,Aerial,2014_6_27,95
2,2014,6,27,HS,16,60.95870513,-149.9848653,12:18:29,0.5128356481,Aerial,2014_6_27,95
2,2014,6,27,HS,10,60.89593634,-151.6470306,14:16:44,0.5949537037,Aerial,2014_6_27,95
3,2014,7,30,HS,20,61.25307098,-150.294748,12:49:47,0.5345717593,Aerial,2014_7_30,96
3,2014,7,30,BW,9,61.25063735,-150.2836072,12:46:13,0.5320949074,Aerial,2014_7_30,96
3,2014,7,30,BW,170,61.21170724,-150.7481328,13:10:33,0.5489930556,Aerial,2014_7_30,96
3,2014,7,30,BW,13,60.98860347,-150.2033134,14:40:18,0.6113194444,Aerial,2014_7_30,96
3,2014,8,7,HS,55,61.26856685,-150.6351601,13:15:52,0.5526851852,Aerial,2014_8_7,97
3,2014,8,7,HS,210,61.26734874,-150.6414733,13:16:21,0.5530208333,Aerial,2014_8_7,97
3,2014,8,7,HS,5,60.98673402,-151.4459043,12:49:51,0.5346180556,Aerial,2014_8_7,97
3,2014,8,7,BW,10,60.97426027,-150.1243452,11:56:19,0.4974421296,Aerial,2014_8_7,97
3,2014,8,7,HS,36,60.96906046,-150.0533399,11:53:46,0.4956712963,Aerial,2014_8_7,97
3,2014,8,13,BW,1,61.32208568,-149.9167188,11:21:53,0.4735300926,Aerial,2014_8_13,98
3,2014,8,13,BW,3,61.23797615,-150.5185175,12:06:59,0.5048495370,Aerial,2014_8_13,98
3,2014,8,13,BW,10,61.23612946,-150.5222249,11:51:38,0.4941898148,Aerial,2014_8_13,98
3,2014,8,13,BW,12,61.23592858,-150.5392229,11:45:11,0.4897106481,Aerial,2014_8_13,98
3,2014,8,13,BW,52,61.23120913,-150.7491134,12:10:50,0.5075231481,Aerial,2014_8_13,98
3,2014,8,13,BW,16,61.22410001,-150.7862486,12:19:26,0.5134953704,Aerial,2014_8_13,98
3,2014,8,13,HS,4,61.21487384,-149.8483807,12:16:27,0.5114236111,Aerial,2014_8_13,98
3,2014,8,13,BW,8,61.21344501,-150.8153525,12:21:54,0.5152083333,Aerial,2014_8_13,98
4,2014,8,22,BW,6,61.25059203,-150.2818297,16:13:30,0.6760416667,Aerial,2014_8_22,99
4,2014,8,22,BW,60,61.23667444,-150.2700545,16:16:25,0.6780671296,Aerial,2014_8_22,99
4,2014,8,22,BW,63,61.22552886,-150.5583749,15:49:33,0.6594097222,Aerial,2014_8_22,99
4,2014,8,27,HS,7,61.25541728,-150.2957305,12:25:56,0.5180092593,Aerial,2014_8_27,100
4,2014,8,27,HS,4,61.25156637,-150.2934021,12:29:25,0.5204282407,Aerial,2014_8_27,100
4,2014,8,27,HP,2,61.24534226,-150.2818545,12:24:52,0.5172685185,Aerial,2014_8_27,100
4,2014,8,27,BW,6,61.24351963,-150.2863141,12:20:55,0.5145254630,Aerial,2014_8_27,100
4,2014,8,27,BW,55,61.21529773,-150.7838881,12:47:06,0.5327083333,Aerial,2014_8_27,100
4,2014,8,27,BW,45,61.21459647,-150.8175509,12:48:00,0.5333333333,Aerial,2014_8_27,100
4,2014,8,27,BW,9,61.19031538,-150.8503183,13:01:53,0.5429745370,Aerial,2014_8_27,100
4,2014,8,27,HS,55,60.91650455,-150.0816863,11:59:52,0.4999074074,Aerial,2014_8_27,100
4,2014,9,1,HS,6,61.26456586,-150.6791442,11:13:56,0.4680092593,Aerial,2014_9_1,101
4,2014,9,1,BW,15,61.25533265,-150.6572966,11:03:30,0.4607638889,Aerial,2014_9_1,101
4,2014,9,1,BW,12,61.25426034,-150.6699492,11:13:56,0.4680092593,Aerial,2014_9_1,101
4,2014,9,1,BW,3,61.25132,-150.66689,11:18:17,0.4710300926,Aerial,2014_9_1,101
4,2014,9,1,BW,30,61.24334352,-150.3119996,10:48:50,0.4505787037,Aerial,2014_9_1,101
4,2014,9,1,BW,12,61.18958,-150.93402,11:32:33,0.4809375000,Aerial,2014_9_1,101
4,2014,9,12,HS,25,61.26130576,-150.6348281,12:19:58,0.5138657407,Aerial,2014_9_12,102
4,2014,9,12,BW,5,61.24745916,-150.723789,12:14:18,0.5099305556,Aerial,2014_9_12,102
4,2014,9,12,BW,1,61.22661996,-149.9105277,10:57:56,0.4568981481,Aerial,2014_9_12,102
4,2014,9,15,BW,4,60.90220253,-151.6929089,10:58:44,0.4574537037,Aerial,2014_9_15,103
4,2014,9,22,BW,4,61.03672485,-150.4069272,11:03:01,0.4604282407,Aerial,2014_9_22,104
4,2014,9,22,BW,20,60.97216269,-150.2764504,10:50:38,0.4518287037,Aerial,2014_9_22,104
4,2014,9,22,BW,14,60.94675614,-150.1573631,10:44:20,0.4474537037,Aerial,2014_9_22,104
4,2014,9,22,HS,7,60.88910794,-151.6466713,11:42:41,0.4879745370,Aerial,2014_9_22,104
4,2014,9,22,BW,12,60.88667145,-151.6561315,11:43:14,0.4883564815,Aerial,2014_9_22,104
4,2014,9,29,BW,25,60.93191742,-150.2217926,10:42:10,0.4459490741,Aerial,2014_9_29,105
4,2014,9,29,BW,35,60.91371636,-150.0493348,10:21:39,0.4317013889,Aerial,2014_9_29,105
4,2014,9,29,BW,8,60.86737874,-150.0139677,10:27:41,0.4358912037,Aerial,2014_9_29,105
5,2014,10,6,BW,1,61.17771665,-150.8666642,11:45:09,0.4896875000,Aerial,2014_10_6,106
5,2014,10,6,BW,27,60.97047229,-150.2867137,10:26:48,0.4352777778,Aerial,2014_10_6,106
5,2014,10,6,BW,30,60.9508839,-150.1348811,10:10:00,0.4236111111,Aerial,2014_10_6,106
5,2014,10,6,BW,7,60.94063579,-150.1152163,10:09:17,0.4231134259,Aerial,2014_10_6,106
5,2014,10,6,HS,3,60.91997535,-151.6246185,11:19:18,0.4717361111,Aerial,2014_10_6,106
5,2014,10,14,Unid Marine Mammal,1,61.24860775,-150.5479462,13:44:39,0.5726736111,Aerial,2014_10_14,107
5,2014,10,14,BW,1,60.92246296,-150.1918945,12:13:10,0.5091435185,Aerial,2014_10_14,107
5,2014,10,14,BW,26,60.91729725,-150.1175503,12:07:23,0.5051273148,Aerial,2014_10_14,107
5,2014,10,14,BW,17,60.91337945,-150.0552707,11:42:38,0.4879398148,Aerial,2014_10_14,107
5,2014,10,14,BW,40,60.91207002,-150.0381451,11:47:34,0.4913657407,Aerial,2014_10_14,107
5,2014,10,14,BW,18,60.87970322,-150.0067583,11:56:17,0.4974189815,Aerial,2014_10_14,107
5,2014,10,14,BW,6,60.86648052,-150.0272994,12:03:59,0.5027662037,Aerial,2014_10_14,107
5,2014,10,21,Unid Marine Mammal,1,61.16018651,-150.9451848,12:56:58,0.5395601852,Aerial,2014_10_21,108
5,2014,10,21,BW,3,61.0354883,-150.3566838,11:49:50,0.4929398148,Aerial,2014_10_21,108
5,2014,10,21,BW,20,60.97161142,-150.2981483,11:38:57,0.4853819444,Aerial,2014_10_21,108
5,2014,10,28,BW,27,60.92902491,-149.9695026,11:27:03,0.4771180556,Aerial,2014_10_28,109
5,2014,10,28,BW,12,60.9119015,-150.0600353,11:42:10,0.4876157407,Aerial,2014_10_28,109
5,2014,10,28,BW,8,60.90300766,-150.0088425,11:43:15,0.4883680556,Aerial,2014_10_28,109
5,2014,10,28,BW,2,60.88751427,-150.0093128,11:50:41,0.4935300926,Aerial,2014_10_28,109
5,2014,10,28,BW,3,60.875599,-150.0154002,11:51:25,0.4940393519,Aerial,2014_10_28,109
